x1,y_lumo,y_homo
11152.70808575747,11154.224574317084,11152.225445178137
-632.9810718730281,-633.2487038635255,-634.1665358046824
13232.103551591845,13232.067430482255,13231.153569711227
-4919.343345264489,-4920.861985593101,-4919.521670577866
10904.733352997557,10903.860394391842,10904.986140977615
3224.5490720073326,3224.326043030588,3223.1389944269977
4648.717519848601,4647.079938149981,4647.430617494962
4090.000737686156,4090.4743653051696,4089.84414917749
2792.230401671884,2791.3319556297397,2791.975997542019
-2503.8355896233575,-2502.544240085542,-2504.55733505451
1325.1628233565498,1326.6601963388425,1325.6257337821485
3062.2665924975295,3063.562189941417,3061.8745219378275
9429.716462565124,9429.625118676602,9430.208355397004
-4757.039424128798,-4755.601521831509,-4756.522171691421
-1103.1582591453657,-1102.7441022113558,-1103.4271544783717
-1714.9284325188921,-1716.7911532393118,-1715.6538007508298
3486.1266358814596,3484.735432734998,3486.1077138026303
3360.6348863502794,3360.7346982349836,3360.8731831271975
1085.717225840297,1085.6874765898147,1084.2238238419031
3559.137689209721,3559.1058160062025,3558.9448726932037
5060.070208581966,5059.577437569668,5061.514898020346
-5629.599307289776,-5631.024493684811,-5628.687169566817
-4469.312877249082,-4468.998546107757,-4469.226738105141
-16204.59143838584,-16203.816209435736,-16202.20119794253
-1006.1209994266088,-1004.4664539196632,-1005.2849405201376
4518.608731998026,4518.954922434889,4518.535467907419
14235.403199357705,14235.81948024475,14234.554655899072
579.2837648400645,580.3138681544706,581.5616984590339
-416.86680773188573,-417.7291465724208,-417.33857990886133
586.732511316489,586.1717738070444,588.7169980718595
-3986.132628165079,-3985.9478581589406,-3985.5175601065034
-8809.22305147691,-8808.422335090376,-8807.332757541955
-700.974463417854,-701.8431741174967,-701.1890167390825
1691.3524889281748,1690.4264314965642,1692.5943015225853
1690.2587655022207,1690.1334383651251,1689.5044148640018
2454.728728572691,2454.4695923943373,2454.434473634189
-438.9673812979574,-441.0021422142809,-439.89924917464975
8656.952674745206,8656.045732890918,8656.828691443607
-6578.4442228482985,-6577.866521530528,-6576.572042917268
-10453.028106807245,-10452.59058638984,-10453.959974683938
-3545.4570805395233,-3546.9523573847414,-3546.0918787518317
4386.721721389592,4387.615891709704,4386.778878127251
6091.785805953665,6092.928478778971,6092.531294840507
-325.8233649843372,-324.61697356795565,-325.06700769513975
-945.6571406221497,-945.6125515163774,-946.5564032917755
4855.158682075885,4854.863438695921,4854.487655855724
847.4542076669936,846.8085120361151,847.34109276775
-1681.4895736902818,-1682.294565798849,-1680.4397695374855
-7277.1058206613725,-7275.500126074251,-7277.157347947268
282.82069916960137,282.0242028731776,282.63512825465426
3205.476121371583,3205.883906446485,3205.149261226014
-1724.9156071178738,-1724.5587969158319,-1723.7788557462334
4921.79359962458,4923.1784030959725,4921.32545024839
-9398.587076091577,-9397.353073285729,-9399.66023319889
1839.1230739299874,1839.191026519154,1838.9157662103294
5153.675385838407,5151.508939833861,5152.790614371922
1747.0098026118728,1747.3878523442734,1748.8348861326958
2670.484222418441,2670.8219170431603,2671.544894973593
-1842.6502324556002,-1842.5652882421468,-1842.4771460928152
-13523.945870230767,-13524.791217447017,-13523.613380633435
-1386.8549942817513,-1387.4475910867336,-1385.5407256716373
9184.128474915618,9185.50903048094,9183.569755519798
1879.3651285914707,1878.2691549169922,1878.1977786637422
7278.52199423903,7279.628559862727,7278.604510582186
6510.998063298335,6509.545265513834,6510.381379089953
-6252.240003561701,-6253.26376283296,-6251.748110729821
1234.4822922765495,1234.7647641223368,1235.0176587178514
-6704.6081931711315,-6706.88083682747,-6705.232122981084
-803.1630574569924,-801.8419725766751,-803.4718035986353
-11708.29381842688,-11708.911902668293,-11708.533731353606
1536.478653509408,1535.7883548647767,1536.398143817231
1335.9155765298074,1334.2694990190441,1334.9511034460484
1699.718222192608,1700.2980474634142,1701.3223148655356
5979.853051288565,5977.665365753661,5979.370410709234
-3015.2751478341147,-3015.867744639097,-3014.4825625370654
-4320.210821095193,-4319.7626809126095,-4320.251479978733
-8171.101522473765,-8172.758219749708,-8173.265142617415
-6338.727429248279,-6338.597882021073,-6339.228183831536
323.3458745932002,322.850979627867,324.36307353893005
1782.450465239033,1780.3795971211,1783.703146235799
11211.01449949223,11210.332696659741,11210.365210076781
2763.274520653171,2763.714165023611,2763.1215549452904
1785.0351660404012,1784.2068104484397,1783.8895529173838
-6407.201434632087,-6407.027284391127,-6408.097074500927
8506.177476875067,8505.380980578644,8505.807143120077
-4957.003694613761,-4957.876653219475,-4957.475466790736
-10284.048566254674,-10283.666268616202,-10284.281233579828
-641.1759926036891,-641.0740567659489,-640.3254424940772
1312.666224019209,1311.0689974282702,1311.7886981542943
-252.0234350692321,-252.04256455453526,-253.2052762001013
-9769.818315953795,-9770.45551577253,-9770.29733373234
7069.610416134726,7067.8836284086,7068.924898711425
579.246980531587,579.2979414964669,580.0431886294214
-4004.6545542446497,-4005.5763637701884,-4004.992282792574
-4748.861171574446,-4747.559202271452,-4748.923567262697
-11847.933468765968,-11848.749080639715,-11847.644452778059
1394.9089996306766,1396.2598198534959,1394.3647714379974
259.54135822462246,259.37992388591744,259.6166289662077
3750.7819844618184,3750.718251962762,3750.821027195552
-2010.6571910288303,-2009.3615935849432,-2011.0094107798952
11521.453622702182,11520.810051024338,11521.873059518359
6030.411010147088,6029.941602618184,6030.0080711850305
-1178.0060128492394,-1179.0403918856782,-1176.912735087021
-1832.5250957637334,-1831.2294983198462,-1832.576623049629
8071.681103593283,8073.036171722174,8071.691163920736
8279.812967169904,8281.036350210572,8278.975292113626
-7015.364779088055,-7014.931506576722,-7015.278639944114
-4640.82361583872,-4642.1404806289265,-4640.552713854735
4495.739524317557,4496.6825455574935,4497.691405865861
-1870.9144332563062,-1870.4641691206868,-1870.118225158472
-6434.415816638435,-6433.882718334417,-6433.199363649521
72.06541218052774,73.45658751102812,71.36178075330115
-5706.060592071475,-5706.143440147854,-5704.7318322582205
1953.1168995257447,1952.1844702350265,1953.384178708944
6440.865785791896,6439.410864054359,6441.158424580592
-2409.067468107388,-2409.309612661455,-2408.7567153147666
649.3374908898634,649.8302340861998,647.9382817118839
13494.412134482385,13494.488582883696,13494.4801596224
-528.9429981350809,-530.3681845301159,-528.5706577291115
-6970.916884416043,-6973.255370616493,-6970.66771923677
-8692.235906238919,-8692.981427662482,-8692.3888719468
3635.080999889188,3634.783632556189,3634.743271341264
-12420.630516717858,-12420.955495440323,-12420.102395878126
250.1904597477728,251.05701867841853,251.8416488309076
-1577.7635057211094,-1578.8403638182651,-1577.8621294172124
3415.946720787723,3417.133996626782,3415.3988697942586
-2070.3426075086627,-2069.8583601244695,-2070.2419771615814
11705.9968200974,11706.500183058915,11706.039485631918
-3050.3266195271226,-3050.2204357833107,-3049.04133332329
3014.705127566696,3014.6498908797835,3014.711565093363
437.6126393412918,435.932578581955,436.70613107009564
1800.8296518367363,1799.7804051290466,1799.9992223820286
6622.893682387466,6621.215745581165,6622.367568198712
3033.7261489936927,3034.3527012312875,3033.660130504656
3261.244160126851,3261.7666386656892,3261.3049396652955
7649.127960661781,7648.210399042314,7649.174248997085
-6603.301128394249,-6604.726314789284,-6602.9287879882795
-3790.964496171824,-3790.482372740667,-3792.1499601034784
-3352.5468262623754,-3355.0934598603385,-3354.119929878043
-2720.2481896057193,-2719.7002236304506,-2717.781870345921
7104.480991943042,7104.960991421163,7103.665053691475
6548.362221347431,6549.902073390441,6548.075212010499
-1042.4841168655007,-1041.619681887891,-1042.9196610346246
-11794.616183174267,-11792.92553046571,-11794.171386752594
9693.327885287244,9692.338109264558,9692.932191926757
6244.5153838754095,6245.452033256238,6244.297207753396
7752.095403931888,7750.699952879355,7752.214148282895
-3307.1226366363667,-3306.2327142223266,-3306.9567958751522
674.1180297929255,674.3367830476375,671.6138663754688
1052.6545368542972,1051.3992667021303,1053.3601749325023
-2418.883184085922,-2419.197543043208,-2417.71020470643
-26133.632515141777,-26133.22260611384,-26134.129646924248
-2213.282712874986,-2212.826076880259,-2213.3161261569558
-4703.307241145989,-4702.997157910735,-4703.224724802833
4116.2762763328155,4115.131451738513,4115.351654057694
-7765.57424867838,-7764.469807007719,-7765.006277030012
6251.990030971922,6250.830338706369,6250.815435442623
1778.3052699780558,1778.7215508651016,1778.5399439541886
3476.0051544330727,3476.6614420131696,3476.0949163777987
-10847.764912020448,-10846.683833833182,-10848.388841830401
-923.2229180133729,-922.8002652672195,-921.8579301922666
1065.0242072901312,1066.1392687259713,1065.8131697863953
-279.21180058425745,-277.990541496625,-279.64734475338133
-1377.6308819190326,-1377.5820449071887,-1377.6932776072838
5566.20468943242,5566.739911689474,5566.211126959087
3050.105035918755,3050.553176101339,3052.3394959283028
7772.986758094426,7773.101437650381,7773.127239250144
-316.82092616209883,-317.10130187081137,-316.8108658346467
-8162.936704358224,-8163.104510556037,-8162.828828409572
-11435.876786855337,-11435.726000097771,-11436.286971418964
-4176.687831592147,-4177.0595372814005,-4177.612453867268
6620.135103977387,6620.638466938903,6620.192260715046
-8231.576163376074,-8230.148880843964,-8233.75065192208
-9845.24803741576,-9844.188198758853,-9842.683902534762
265.00123737715296,264.8185635080895,265.29025336506334
3004.4600155558846,3005.264979848491,3004.133155410316
-3013.229901139157,-3013.3403606050015,-3012.6691750923587
-3751.632666305613,-3753.314851017986,-3752.1261752872997
679.8766028850117,679.3817079196784,680.1257680642852
-2557.9556375909906,-2556.496495763343,-2558.0542612870936
-5931.206309537731,-5931.257298318572,-5930.218092998282
-9067.50108538918,-9068.257226577922,-9068.454690070583
8834.813974205852,8833.794462840664,8834.599420884624
-9128.508651421942,-9128.056263333287,-9128.230503836387
2525.1854382262145,2524.4632802860456,2524.970884904986
-6788.943419611507,-6789.984170507054,-6787.828405044577
11425.727372320225,11426.470741974792,11426.045370714417
10935.991332695585,10937.571539846276,10936.370918703124
-1491.2729620038497,-1492.092821783668,-1491.081761637139
5803.803573230629,5802.618393528644,5803.871598370643
-5541.746229140575,-5541.278973380669,-5541.102178675718
1661.1503229107466,1659.8207144023247,1662.1312938486246
3141.6694384807956,3142.9990191732563,3141.2954819250194
-1401.5305973797324,-1402.441787140092,-1403.7811647422272
9443.48493002906,9441.528755375064,9442.984175445803
958.9526510955477,958.0690727246541,958.6149225476235
-2036.9102532078487,-2036.604417878667,-2036.9364208882482
-3961.1625832037475,-3960.8291364850998,-3959.1962104523027
5335.783009406607,5336.216281917939,5334.318589814494
-3950.076068152506,-3948.950386951487,-3949.5841753206264
4048.235266443267,4049.713523848237,4049.024228939531
4800.83934575783,4802.483271499596,4800.838537682927
2625.1604824119822,2626.084388074596,2627.50724924587
-1588.3600207520335,-1588.260208867329,-1587.4877338377105
-14587.321240690007,-14588.049770489284,-14587.336539968052
-4090.56626922575,-4090.183971587278,-4091.0090589964443
3275.3138818948205,3275.0271343270006,3275.099328573592
-3137.540493826357,-3138.795763978524,-3137.914450382133
-4721.40877025369,-4721.6997657275815,-4721.000201839869
-12234.839039939887,-12235.826692009538,-12235.376022530996
8622.659152236658,8622.374528621875,8621.502670711285
8411.845348243238,8411.528865332915,8411.192436027004
-4103.76372255333,-4104.403046325101,-4107.669909874648
-8484.872024664932,-8483.26208217174,-8485.082955185375
16704.56549403677,16703.792361223743,16704.369054719467
-3943.01359389612,-3942.8394436551607,-3943.289734830696
-2489.754833594378,-2491.3520601853165,-2489.7628872708515
-275.1944168159495,-273.78624986116233,-275.811101024332
-1690.8082744578905,-1690.965460890524,-1690.515635669195
-5712.686809573514,-5713.243299176887,-5712.84339808218
7861.574146500438,7860.84136879509,7861.330610772928
11274.138068301021,11274.341953884483,11273.930760581363
-14651.933719607801,-14651.517438720755,-14654.155304564014
3702.7150406390274,3704.5692377313426,3702.8301621892497
5419.101464843011,5417.956640248708,5418.774604697443
3166.5446884809794,3167.8785170795118,3166.8880464806675
-1336.0803630274447,-1335.536644958248,-1334.3965687372433
-3452.0108459586363,-3451.8919184966094,-3453.015169851032
-2869.9396688930533,-2869.6210898456566,-2869.6832581122094
10185.323588540152,10184.837189386963,10185.916919794017
3978.264693773301,3978.685222566419,3978.079122858354
4973.1491595818225,4972.469480702371,4974.267796949537
-12985.82257980611,-12988.254519940137,-12987.489876242193
11208.4963527738,11208.411380744386,11207.872422963846
-9791.010266317231,-9790.050253453008,-9790.753855536388
-13537.527338864116,-13538.483131638228,-13536.781849977275
6467.304867498188,6467.336712885745,6467.304059423285
10004.345875681129,10003.430438014697,10006.935370167623
-11245.626551565663,-11244.44139967964,-11246.011376523795
-3848.3790283472194,-3847.4083957178173,-3848.024801945176
2117.825124809226,2118.475040530215,2118.802472946319
-2301.4321750268114,-2303.1483429877576,-2301.432983101715
-8232.762857078918,-8231.571333333788,-8232.002876988936
-777.0376518317361,-775.9586975975054,-777.0565739105652
327.95228539361807,327.9671391568885,328.9151423275703
-2753.4864888357174,-2752.2439902177266,-2754.019848626041
1944.396064059381,1943.9075409531551,1944.427861191544
-7360.683490473912,-7360.250217962579,-7362.147910066024
1691.9883350033458,1693.0375538950746,1691.4187472051706
-5846.448217760199,-5847.533571669499,-5846.546841456302
4666.169685744673,4667.628827572321,4666.121781259562
-1068.1003684842667,-1067.696831315436,-1068.3765094188432
-2439.591271439273,-2439.3406588890234,-2438.8276685485052
2537.2486462195225,2538.556987381625,2537.102926113212
4856.098942483572,4856.273092724531,4855.5728282948185
-16833.54056346788,-16833.644651074617,-16834.798483415238
684.9841471539735,683.8669339491365,684.8275586453078
-2154.414163294536,-2155.476153720441,-2154.2845505411733
-7866.604661684651,-7866.379536570831,-7868.333545734081
1799.841600511237,1801.1287021429807,1799.0908726738032
-13875.685054672802,-13874.098475663004,-13875.8090379744
-1265.6955810505356,-1266.228707170514,-1265.4138106641956
5014.0702279332845,5012.628049913963,5013.862920213626
923.0733453537971,920.6329094076265,922.1704598833861
-5483.343492400254,-5482.462065798357,-5481.2285848166175
8443.4342945559,8444.9380393973,8443.259592043309
1486.1991857046503,1484.3768200919117,1485.734659129245
9139.34084095127,9139.580833736341,9139.321918872442
-960.3660994042536,-960.536029555102,-960.2437322524612
710.9590794258796,708.8351124820505,710.3931144284895
3577.185701779453,3577.0476309241426,3578.536198397419
11988.861827033725,11989.647675749009,11991.719408778321
-17778.649342662182,-17779.51592940879,-17779.42543010511
2575.2655722013155,2575.522556610673,2576.021929490513
-831.3331443534321,-831.9703441721672,-831.8121621319781
1431.3109592348037,1432.3198230188514,1432.3100441766076
-4302.29320102982,-4304.812223238317,-4303.087402476676
1713.986341748075,1713.8503948458,1712.2647033002152
595.179548427368,595.3090956545742,594.6787938441109
-2913.169895989874,-2911.9486369022416,-2911.6237681295092
-3205.2720417523983,-3206.66324489886,-3205.7619279333
-3710.230389061943,-3709.225773183967,-3709.702268222211
-8456.130382135138,-8456.315179957237,-8455.964541373924
9509.089509318603,9507.23316045729,9507.719282546905
2367.750665314493,2368.485539156916,2367.4310507704945
1052.4827157456273,1051.662855965809,1052.5398724832867
5192.463448005475,5191.112599966695,5192.393806715653
-19028.861416677904,-19028.721249685517,-19029.45998688236
2024.337412405914,2023.9380953271939,2022.6628703682613
5193.929040000942,5192.975371179866,5193.584065851448
-7940.537111458607,-7939.182043329716,-7940.400253103674
-1424.1403020331454,-1424.1827950018428,-1422.1775520824858
-2996.8070773976724,-2998.1005787044846,-2995.7681416472315
-11329.06143586048,-11330.261483233715,-11329.261497978569
-1682.7308048670454,-1683.9988187374277,-1682.5794553089715
-1099.312220256674,-1098.757882422298,-1099.5485103826134
-4843.999458971636,-4842.691117809534,-4843.565530952319
7275.640356006093,7276.458064016914,7277.197352268813
39.62358280663622,39.29648013113501,41.16971066700104
4156.329952670238,4156.359674104759,4155.658926450077
5582.767211610484,5584.033073711869,5582.4294830625595
-5544.798745191358,-5545.8118846974385,-5545.071263325149
-7621.04095752787,-7620.032093743823,-7620.991046391781
15851.731709133875,15851.723199413751,15851.057060112931
10618.998910337268,10617.760631809388,10618.128630073923
3474.672197118752,3475.566367438864,3474.7293538564113
-156.25426428727093,-154.8524691915913,-156.9723869176382
-6543.821143567206,-6543.0714020535315,-6543.760364028761
-2304.3998067103494,-2304.6610668417393,-2304.2919307616976
1871.326182196572,1870.0178132185088,1870.9377344376553
3789.694803758625,3790.8247328657158,3790.4801434541037
5731.868387844007,5731.394732409032,5731.820483358896
