x,noise,y_homo_initial,y_homo_synthetic
7488.750507389665,5909.978707437134,-0.4826405793311426,5909.496066857803
4879.351734419735,1198.8088396864607,-1.1854639316543867,1197.6233757548064
10524.18212645782,-8201.911565838447,-0.9499818806182477,-8202.861547719065
611.3560258917975,-3110.742649753755,-0.17832531337674723,-3110.9209750671316
2021.8129547464102,4099.59519598243,0.2527879800586451,4099.847983962488
7625.715504334128,-9092.10371615419,-1.4100775803350127,-9093.513793734524
1531.4392670024479,-5400.337750482613,-1.286902353639186,-5401.624652836253
1778.4345805825333,-1538.4713862117403,-0.1565885086657194,-1538.627974720406
1685.7133038568259,5329.597738041592,-0.25440412986534555,5329.343333911726
8153.272195549681,-14563.840127009958,-0.7217454311524526,-14564.56187244111
3832.979989607944,6780.485240356924,0.46291042559858436,6780.948150782522
1052.2034925297078,1913.5379664315662,-0.3920705597018584,1913.1458958718645
1022.7376335107979,4144.282674642127,0.4918928318799551,4144.774567474007
5654.472935618407,2520.1034964724145,0.5172524373761549,2520.6207489097906
5490.386382452144,1995.3918361609128,-0.26889533300603147,1995.1229408279069
3516.2425913631446,7685.427872435944,-0.7253682319376236,7684.702504204006
3786.2542441161163,239.79487919788397,-0.01892207882920757,239.77595711905477
3536.517381836129,-1253.3505215080497,0.23829677691796025,-1253.1122247311318
621.1896976467261,835.1076851054892,-1.493401998393953,833.6142831070952
671.0870777077885,2050.973987381252,-0.1928165165174331,2050.7811708647346
10189.018800113678,9138.873629044594,1.444689438380025,9140.318318482974
3859.149188876634,-4028.9921540646797,0.9121377229598335,-4028.08001634172
12331.607549210106,-12671.660829260203,0.08613914394076254,-12671.574690116262
13237.409521067842,-2329.711057388663,2.390240443309751,-2327.3208169453533
8613.867581090186,-7466.913710776003,0.8360589064712352,-7466.077651869532
901.5517732378007,4689.495996745303,-0.0732640906067781,4689.422732654696
6452.814355595723,-7068.064656477508,-0.8485434586334506,-7068.913199936142
4361.489418322434,-4646.980638376585,2.277933618969439,-4644.702704757616
9344.661374730216,-5951.072091059223,-0.47177217697562773,-5951.543863236198
12448.47593616003,5463.141272295411,1.9844867553705585,5465.125759050781
12422.238186885783,1800.36914483314,0.6150680585757821,1800.9842128917157
2593.7715547641974,1603.4155097354592,1.8902939349561023,1605.3058036704153
10588.602405409,11452.664679474437,-0.2145533212284609,11452.45012615321
12115.193384532235,7346.267168107076,1.2418125944104277,7347.5089807014865
10462.75267476078,-7259.107792389412,-0.7543506382189954,-7259.862143027631
3874.78053633691,2262.3973074689557,-0.2942549385022312,2262.1030525304536
1230.1943148643477,2966.2423337412715,-0.9318678766923908,2965.3104658645793
2671.826804236748,-4669.681081910483,-0.12398330159917668,-4669.805065212082
93.96829185961516,1917.0043685613082,1.8721799310302454,1918.8765484923383
4600.332049205228,3903.646026112206,-0.9318678766923908,3902.714158235514
7419.418520463854,1181.3486760599478,-0.6347982123083393,1180.7138778476394
9890.030483016293,-6757.482260284473,0.05715673765939179,-6757.425103546814
2544.4809577011497,571.9064029300553,0.7454888868419509,572.6518918168972
9641.228368103079,-23300.635421463663,0.7563572891974649,-23299.879064174467
6063.313639438492,2917.6099327135526,-0.8992626696258501,2916.7106700439267
12187.750355050974,18597.464515637857,-0.6710262201600531,18596.793489417698
1518.2171573447067,-7681.046561402047,-0.11311489924366278,-7681.15967630129
3580.9582688984224,-400.9572704556784,1.0498041527963453,-399.907466302882
319.0913108157833,-836.8806297713911,-0.05152728589574929,-836.9321570572869
12855.559539500626,6870.713228295726,-0.18557091494709016,6870.52765738078
7562.112746186316,-4094.8360121886276,-0.32686014556877296,-4095.1628723341964
11807.001996100684,6556.363553365016,1.1367513716404587,6557.500304736656
3957.7346524560535,4525.647242294113,-0.46814937619045677,4525.179092917923
7963.651269647477,225.72653130873195,-1.0731571073140747,224.65337420141788
7873.027859096294,-1504.6482666705779,-0.20730771965811798,-1504.855574390236
1469.4154900779422,2451.406434991004,-0.8847714664851642,2450.5216635245188
713.7981338108331,2749.760815115225,1.8250835208230178,2751.585898636048
5881.7187426414275,-954.658285767131,1.0606725551518603,-953.5976132119791
12463.227332398774,3499.71943074602,0.1730863627848748,3499.892517108805
1407.811883093647,5412.5711068767105,0.33248959733241545,5412.903596474043
626.319433670566,-3370.654709057376,1.3142686101138552,-3369.340440447262
11827.24949377178,3816.4739785782976,-0.558719395819741,3815.9152591824777
12280.058648082351,-11709.602715586165,-1.1673499277285297,-11710.770065513892
9030.758652843871,-2476.9126872860897,0.08251634315559057,-2476.8301709429343
4044.962685129535,-4211.017924919913,-0.6166842083824825,-4211.634609128295
5868.127166002657,4590.190255992987,0.4918928318799551,4590.682148824867
1742.7127967163794,-4084.2486417708324,0.5353664413020117,-4083.7132753295305
12103.586483315616,-1179.9687663857312,-0.6239298099528244,-1180.592696195684
12172.348231251806,3103.2699964403337,-0.30874614164291614,3102.9612502986906
459.05874964322055,244.35640005376553,-0.2399129267246607,244.11648712704087
10146.180159671972,11279.99127897051,-0.08050969217712005,11279.910769278333
8895.34169528182,-2979.1104574333376,-0.9644730837589336,-2980.0749305170966
1412.6882255501832,2268.930656135053,1.6040926729275646,2270.5347488079806
7848.458523608222,3241.8977194794925,-0.4826405793311426,3241.4150789001615
11345.151424983076,-12288.406879633732,0.7925852970491786,-12287.614294336683
11484.04671835851,13421.480062480765,-0.040658883540235384,13421.439403597225
2156.5236534210794,1848.7385362071698,-2.1636201436506566,1846.5749160635191
2964.2343804219445,-2437.7402373095697,-0.5007545832569995,-2438.2409918928265
7485.6624147410585,2127.6800095930857,1.0171989457298036,2128.6972085388156
12916.51547393821,7219.746927763895,1.2526809967659427,7220.9996087606605
3912.0908469373844,3613.64680846471,-0.6492894154490252,3612.997519049261
8013.701413761237,-12285.256413262226,-0.15296570788054742,-12285.409378970107
7838.231916055938,9935.809113991769,-1.145613123017502,9934.663500868752
3093.2694272461063,-315.47092467185485,-0.8956398688406771,-316.36656454069555
13037.812245496496,10760.03849435,-0.3703337549908306,10759.668160595009
7478.950393657117,-2455.0203979148896,-0.47177217697562773,-2455.4921700918653
7218.968763759137,4600.7844240730765,-0.23266732515431776,4600.551756747922
12625.774844216203,-1323.1326837316496,0.8505501096119211,-1322.2821336220377
5885.7472885483185,1633.6992747224717,-0.8775258649148203,1632.821748857557
9571.41451493279,10678.344102906853,-1.1818411308692158,10677.162261775984
12010.176729886063,1538.5432847801787,-0.47901777854597166,1538.0642670016327
7162.24443601464,-5872.010107386177,-0.685517423300739,-5872.6956248094775
7105.949307906814,2595.952518318897,0.7962080978343505,2596.7487264167316
2097.043260961307,408.6001704524734,-0.33772854792428786,408.26244190454906
9688.476622089269,5412.14689158851,-0.062395688251263196,5412.084495900259
7953.106326270676,694.5395338048842,0.2890159879103588,694.8285497927945
3627.3751579748837,3104.3909912041054,-0.5442281926790551,3103.8467630114264
11472.20615608865,12734.53014479153,0.07527074158524864,12734.605415533115
7757.5512073108775,5224.636586686761,0.039042733733534944,5224.675629420494
1834.5769917071411,-3633.41149013687,-0.3522197510649738,-3633.763709887935
3008.675245937512,-715.0152808577046,0.4194368161765277,-714.5958440415282
2912.8189656866703,-1963.3202607938883,-0.40293896205737134,-1963.7231997559456
5781.11285961298,-9289.335236797468,1.093277762218402,-9288.24195903525
5158.912213521031,-8884.337394779062,-0.05152728589574929,-8884.388922064958
1235.939861640275,-2527.8577379463145,0.010060327452164189,-2527.8476776188622
6885.707588783708,-3038.1483824220827,-0.8376750562779356,-3038.9860574783606
12558.750265341348,-17791.756317193696,0.08613914394076254,-17791.670178049757
1998.4881312087227,237.27911132946934,0.270901983984502,237.55001331345386
6752.904656681027,-14741.887135465699,1.9518815483040157,-14739.935253917394
37.256990240033566,156.70431221380483,0.7962080978343505,157.50052031163918
1341.4774837637115,2932.0715538370655,1.216452988914229,2933.2880068259797
13112.955385737907,-15790.67160188454,-0.7036314272265958,-15791.375233311766
5831.443584320971,487.82800462409733,1.328759813254541,489.15676443735185
